name,address,city,state,neighborhood,category,google_place_id,phone,website
"Cauldron Chicken","190 Bleecker St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJiaRkEmtZwokRnUTrANZtOyE,"(646) 869-8888",""
"Cecconi’s Dumbo","55 Water St, Brooklyn, NY 11201, USA",Manhattan,NY,Dumbo,dining,ChIJB2xIGTFawokRSX4sCtT9djg,,http://cecconisdumbo.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness
"Cecconi’s specifically at the Dumbo location","55 Water St, Brooklyn, NY 11201, USA",Manhattan,NY,Dumbo,dining,ChIJB2xIGTFawokRSX4sCtT9djg,,http://cecconisdumbo.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness
"Cello’s Pizzeria","36 St Marks Pl, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJk2fCTABZwokReWk49svZ0LE,,http://www.cellosnyc.com/
"Central Park Boathouse","EAST 72ND ST +, Center Dr, New York, NY 10021, USA",Manhattan,NY,Manhattan,dining,ChIJm17AB5pYwokRWLJ6lEtXKOA,,
"Champagne Problems","207 Bowery, New York, NY 10002, USA",Manhattan,NY,Manhattan,nightlife,ChIJkcRVfIJZwokRICQu5-1BE4k,"(646) 386-7733",http://www.champagneproblemsnyc.com/
"Champion Pizza","17 Cleveland Pl, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJaeOQ3IhZwokRtTqgShbnjZE,,https://www.orderchampionpizza.com/?utm_source=gbp
"Cheeky Sandwiches","Under Construction, 88 Essex St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJCUBtyylawokRxSQdG7CLg4g,,
"Chelsea Market","75 9th Ave, New York, NY 10011, USA",Manhattan,NY,Manhattan,dining,ChIJw2lMFL9ZwokRosAtly52YX4,"(212) 652-2111",https://www.chelseamarket.com/
"Chica and the Don","24 E 21st St, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJSU_OT6tZwokRctV5nDWxsTA,,https://www.chicadon.com/
"Christmas Bar","281 3rd Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,nightlife,ChIJnx0Vh6BZwokROVSW8aik4Zc,,http://rolfsnyc.com/
"City Vineyard","233 West St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJoXmx2PVZwokR4r8M3W1gOLk,,https://citywinery.com/city-vineyard-nyc?utm_source=gmb&utm_medium=local-seo&utm_campaign=city-winery-city-vineyard-nyc
"City Vineyards","233 West St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJoXmx2PVZwokR4r8M3W1gOLk,,https://citywinery.com/city-vineyard-nyc?utm_source=gmb&utm_medium=local-seo&utm_campaign=city-winery-city-vineyard-nyc
"Claw Daddy's","185 Orchard St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJ87wo8YNZwokRBSipaEXDd8g,"(646) 590-6816",http://www.clawdaddysnyc.com/
"Clemente Bar","11 Madison Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,nightlife,ChIJ6UzR7c9ZwokRRO7pi5eXZIM,,https://www.clementebar.com/
Cobblefish,"89 South St Pier 16, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJX5C1o-9bwokR_m9JSiKFuDg,,https://www.cobblefish.net/
"Coco Social","69 Charlton St, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJM05sNI1ZwokROQduz0JA2_U,,https://www.cocusocial.com/
"Cold Stone Creamery","1225 Moro St, Manhattan, KS 66502, USA",Manhattan,NY,,dining,ChIJa5VuSXjSvYcRjMltUnXjyv8,,https://www.coldstonecreamery.com/stores/20533?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb
"Cover Restaurant","218 W 35th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJS_9NWCFZwokR5CWRh_2zm7I,,http://versanyc.com/
"Crazy Pizza","218 Lafayette St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJfQJci6VZwokRH7SSSLlr5Rk,,https://crazypizza.com/new-york-city/
"Crepe House","103A Dyckman St, New York, NY 10040, USA",Manhattan,NY,Manhattan,dining,ChIJz9M0OTP1wokR_8L-9RmR_6g,,https://www.crepehousenyc.com/
"Cuts and Slices","321 E Houston St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJh-7RGQBZwokR219TB_qWj2Y,,http://cutsandslicesnyc.com/
Daintree,"25 W 38th St 29th Floor, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJmVHFI3lZwokRwUUBEStdzF4,,https://www.daintreenyc.com/
"Datz Deli","69 Clinton St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJN92pT9JZwokRIgmId6tfH5U,,https://www.datzdeliny.com/
"Dear Irving On Hudson","310 W 40th St, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJmyM5dF1ZwokRD9lUmRAzQOI,,http://www.dearirving.com/
"Deli Boyz","2275 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",Manhattan,NY,Manhattan,dining,ChIJmefOIOv3wokRJvyrGRpU6s4,,
"Din Tai Fung","1633 Broadway, New York, NY 10022, USA",Manhattan,NY,Manhattan,dining,ChIJzRA7agBZwokRbSxOyEGFG5U,"(212) 287-9178",https://dtf.com/en/locations/new-york
"Django Jazz","The Roxy Hotel, Cellar Level, 2 6th Ave, New York, NY 10013, USA",Manhattan,NY,Manhattan,nightlife,ChIJ6wjtl4pZwokRC66KkQa9x9U,,http://www.thedjangonyc.com/
"Docks Off 5th","25 W 51st St #6939, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJ84fxRflYwokRXhgD3ibl1u0,,http://docksoff5th.com/
"Drink Up","116 MacDougal St, New York, NY 10012, USA",Manhattan,NY,Manhattan,nightlife,ChIJN0f2iJFZwokRt53h0ISm3eE,,https://www.upandupnyc.com/
"Drink Up NYC","116 MacDougal St, New York, NY 10012, USA",Manhattan,NY,Manhattan,nightlife,ChIJN0f2iJFZwokRt53h0ISm3eE,,https://www.upandupnyc.com/
"Drink Up in NYC","116 MacDougal St, New York, NY 10012, USA",Manhattan,NY,Manhattan,nightlife,ChIJN0f2iJFZwokRt53h0ISm3eE,,https://www.upandupnyc.com/
"Dumbo House","55 Water St, Brooklyn, NY 11201, USA",Manhattan,NY,Dumbo,nightlife,ChIJcaAHHTFawokRFrXMGh7txWE,,https://www.sohohouse.com/houses/dumbo-house?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness
"Dutch Fred’s","307 W 47th St #1, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJJzU5p1ZYwokRnjwqzlLub0E,"(646) 918-6923",http://dutchfreds.com/
Eataly,"200 5th Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJaeKcEaRZwokRcllXm5cM7J0,,https://www.eataly.com/us_en/stores/nyc-flatiron
"Eataly Flatiron","200 5th Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJaeKcEaRZwokRcllXm5cM7J0,,https://www.eataly.com/us_en/stores/nyc-flatiron
"Ebi-ayo Supper","178 5th Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJhbv3GOZZwokRmgBCNF2oG34,,http://www.supperclubnyc.com/
"Ebi-ayo Supper Club","178 5th Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,lounge,ChIJhbv3GOZZwokRmgBCNF2oG34,,http://www.supperclubnyc.com/
"El Nico","288 N 8th St, Brooklyn, NY 11211, USA",Manhattan,NY,Williamsburg,dining,ChIJgTIQRVlZwokRyaPuZMcpHF0,,https://elnico-rooftop.com/
"El Rio Grande","160 E 38th St, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJV33cGARZwokR1An0pGmgUps,,https://elriograndenyc.com/
"Electric Shuffle","44 W 30th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,nightlife,ChIJn22SmFRZwokRM1Ao3bzzWBY,,https://electricshuffle.com/us/nyc
"Eleven Madison Park","11 Madison Ave, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJEWbXz6ZZwokRLKmKrtPfVFY,,
Essex,"Essex St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJC-Tl2YBZwokRdmaSWdHLm2w,,
"Euphoria Brunch","225 River St, Troy, NY 12180, USA",Manhattan,NY,,dining,ChIJYwfu5F8P3okR_LA-5or_yT4,,https://www.cafeeuphoria.org/
Everdene,"1227 Broadway, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJpYNr0RBZwokRUeF5sQRttQc,,https://virginhotels.com/nyc/dine-and-drink/everdene/
"Everdene at The Virgin Hotels","1227 Broadway, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJpYNr0RBZwokRUeF5sQRttQc,,https://virginhotels.com/nyc/dine-and-drink/everdene/
FIELDTRIP,"30 Rockefeller Plaza Concourse Level, New York, NY 10112, USA",Manhattan,NY,Manhattan,dining,ChIJp5kwBeFZwokR4sUE1kJv5WA,,https://www.fieldtripnyc.com/
"Fairytale Lounge","500 W 48th St, New York, NY 10036, USA",Manhattan,NY,Manhattan,nightlife,ChIJCdtCtlFYwokR2FfUya3w72M,,https://www.transbarnyc.com/
Feste,"39 1/2 Crosby St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJDRb4eA5ZwokRilUx964CW_I,,http://lovefeste.com/
"Fig 19","131 Chrystie St, New York, NY 10002, USA",Manhattan,NY,Manhattan,nightlife,ChIJb6KTyodZwokR-3P63Pvd6Ng,,http://figurenineteen.com/
"File Gumbo Bar","275 Church St, New York, NY 10013, USA",Manhattan,NY,Manhattan,lounge,ChIJTeT7fTxbwokRdPDRDrqWjyM,,http://www.filenyc.com/
"File Gumbo Louisiana Style Cuisine","275 Church St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJTeT7fTxbwokRdPDRDrqWjyM,,http://www.filenyc.com/
"Fleur Room","105 W 28th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,nightlife,ChIJ2S4en71ZwokRSWZ6udftCGQ,,https://moxychelsea.com/the-fleur-room/
"Flippers Pancakes","337 W Broadway Unit A, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJgx0sRypZwokRuk6Tjic2Q4g,,https://www.flippersus.com/
Fornino,"849 Manhattan Ave, Brooklyn, NY 11222, USA",Manhattan,NY,Greenpoint,dining,ChIJx1Bo1EBZwokRUZ_xdNzvcLY,"(718) 389-5300",http://www.fornino.com/
"Fried Catfish","120 W 116th St, New York, NY 10026, USA",Manhattan,NY,Manhattan,dining,ChIJOdtYAhH2wokR_BPOXyBNYGM,,https://www.makemyfish116.com/
"Fried Catfish Today","120 W 116th St, New York, NY 10026, USA",Manhattan,NY,Manhattan,dining,ChIJOdtYAhH2wokR_BPOXyBNYGM,,https://www.makemyfish116.com/
"Frosty's Holiday Bar","220 W 44th St, New York, NY 10036, USA",Manhattan,NY,Manhattan,nightlife,ChIJIxyZoctZwokRuhUsGqHC85Y,,https://frostyschristmasbar.nyc/
"Frosty’s","2800 Manhattan Blvd, Harvey, LA 70058, USA",Manhattan,NY,,dining,ChIJo4aiaTChIIYRAbLiJct1mHk,,http://frostys-caffe-harvey.poi.place/
Fumo,"1600 Amsterdam Ave, New York, NY 10031, USA",Manhattan,NY,,dining,ChIJLe70p2X2wokReDA-X8LGqZE,,http://fumorestaurant.com/
"Funny Face Bakery","319 Lafayette St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJ26ciZR1ZwokRJJ1xIDHnCKY,,http://www.funnyfacebakery.com/
"Fushimi Group Times Square","311 W 43rd St, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJ99ryy6tZwokRUawWuQwr04Q,,https://fushimi.nyc/
"Gallow Green","542 W 27th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJPcblVLZZwokRHqDcG2pc6_0,,https://mckittrickhotel.com/restaurants-lounges/gallow-green/
"Ghirardelli Chocolate & Ice Cream Shop","16 W 34th St., New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJ8cQ-LelZwokRR7QpVfzypRQ,,https://www.ghirardelli.com/stores/new-york
"Gitano NYC","89 South St, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJ3wf-UdhbwokRa1S-CsetDUM,,https://www.gitano.com/nyc/?utm_source=google&utm_medium=cpc&utm_campaign=gitano-nyc-business-profile
"Gnocchi on the Go","315 E 9th St, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJG3thBQBZwokRo3oXWplIjsc,,http://gnocchinyc.com/
"Golden Diner","123 Madison St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJ1-mW-LhbwokR7Ryv5ha-gzc,,http://www.goldendinerny.com/
"Golden Girls Kitchen","19 Fulton St, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJEy5Ze_1bwokRwXWRH8BySb4,,
"Grand Banks","Pier 25 Hudson River, Park, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJjya-JfZZwokRv3dUHMcHc9M,,https://crewny.com/grand-banks
"Grand Brasserie","89 E 42nd St Vanderbilt Hall, New York, NY 10017, USA",Manhattan,NY,Manhattan,dining,ChIJ8Ym0ZABZwokRPanEDBHn04o,,https://www.grandbrasserie.com/
"Grinchy’s at Roberta’s","261 Moore St, Brooklyn, NY 11206, USA",Manhattan,NY,Bushwick,dining,ChIJzSOyOg1dwokRfQ-5htUfsRY,,https://www.robertaspizza.com/
Gyukaku,"805 3rd Ave #2, New York, NY 10022, USA",Manhattan,NY,Manhattan,dining,ChIJszmN0-JYwokRk-XCDbO6X_Y,,https://www.gyu-kaku.com/midtown/
H0L0,"10-90 Wyckoff Ave, Ridgewood, NY 11385, USA",Manhattan,NY,Ridgewood,nightlife,ChIJewdvNiVcwokRN2mENF1VBD0,,https://www.h0l0.nyc/
"Harbor New York City","621 W 46th St, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJwxspWE5YwokRI0Rnvt2TYg0,,https://www.harbornewyorkcity.com/
"Havana Social","45 Stone St, New York, NY 10004, USA",Manhattan,NY,Manhattan,dining,ChIJozuRrlFYwokRDQQBl8uRDKI,,https://www.havanasocialnyc.com/
"Heineken Riverdeck","89 South St, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJ6QIQ_VJbwokRRG0C8fzZBWI,"",https://www.pier17ny.com/
"Hey Thai","127 John St, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJJU3qKzRbwokRbfw1WrUWIJ4,,http://hey-thai-nyc.com/
HeyTea,"1407 Broadway, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJy44fekJZwokRQtXYcPHJtD0,"(646) 858-0868",http://heytea.com/
Hibachiomakase,"220-11 Linden Blvd, Cambria Heights, NY 11411, USA",Manhattan,NY,"Cambria Heights",dining,ChIJV7PIN49jwokRJvNcc5Sfnj8,,https://www.hibachiomakase.com/
Highball,"1568 Broadway Floor 11, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJVbquQV1ZwokRLqbdyLE2oI4,,https://www.highball.nyc/?y_source=1_MTAxMTk0MDA0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
"Highlight Room","145 Bowery, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJyz_46yFZwokR8X62fDIyyUs,,https://taogroup.com/venues/the-highlight-room-new-york/
"Hotel Hennes NYC","127 W 28th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJCZTGeK9ZwokR_50__x4o8Is,,https://www.hotelhaydennyc.com/
Huset,"25 Cooper Sq, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJgbDMmclZwokRzjhvk3L8CrI,,https://www.cuna.nyc/
"I Got Balls","91 Winant Pl, Staten Island, NY 10309, USA",Manhattan,NY,Charleston,dining,ChIJZV37_ZvKw4kRJRcJzfyYPlM,,http://www.ralphiesriceballs.com/
ISHQ,"202 Avenue A, New York, NY 10009, USA",Manhattan,NY,Manhattan,dining,ChIJOdxhoDtZwokRSgA_ZpTUuhg,,https://ishq.nyc/
"Il Mulino","86 W 3rd St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJhWUUopFZwokR-uGjV8FCLNQ,,http://www.ilmulino.com/downtown/
"Industry Kitchen","70 South St, New York, NY 10005, USA",Manhattan,NY,Manhattan,dining,ChIJcaQCwD1awokRuJEpTiEWOtw,,https://industry-kitchen.com/
"Infused Ice Cream Spot","217 E 26th St, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJF4SEq5hZwokR5qUZkP7dymw,,https://tipsyscoop.com/
Itakitchen,"9 Nassau Blvd, Garden City South, NY 11530, USA",Manhattan,NY,,dining,ChIJtR8ONVljwokRZFm0mX9NTEs,,http://www.itakitchen.com/
"JBF Platform","25 11th Ave, New York, NY 10011, USA",Manhattan,NY,Manhattan,dining,ChIJwdj1vjJZwokRfnwzBjCnSg8,,https://www.platformbyjbf.org/
"Jaffa Cocktail & Raw Bar","97 Wythe Ave, Brooklyn, NY 11249, USA",Manhattan,NY,Williamsburg,lounge,ChIJlcUv3XVZwokRw8iLyOoROxI,,https://www.jaffabrooklyn.com/
Jalao,"Inside Radio Hotel, 2420 Amsterdam Ave, New York, NY 10033, USA",Manhattan,NY,Manhattan,dining,ChIJq6rqPh_0wokRYx9DPUPrCJs,,https://jalaonyc.com/
"Jasmine’s Caribbean Cuisine","371 W 46th St, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJKd-zvbBZwokRbfTwswCdFoA,,http://www.jasminecaribbeancuisine.com/
"Jerk House Caribbean","503 W 57th St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJJ65Ao4pZwokRwVZNDyN6Ldo,,https://lovesomejerk.com/
"Jewel Thief","30 W 30th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,nightlife,ChIJt7i-fl1ZwokRUWSoRxmFgCM,,https://www.jewelthiefnomad.com/
Kaizen,"33-70 Farrington St, Queens, NY 11354, USA",Manhattan,NY,Flushing,dining,ChIJW2b2LhlhwokRfix8u5jWof8,,https://www.nyckaizen.com/
"Kam Rai","43-11 28th Ave, Astoria, NY 11103, USA",Manhattan,NY,Astoria,dining,ChIJ7Ws_HhlfwokRuyW4Ktxir_8,"(929) 522-0999",http://kamraithai.net/
"Karla Restaurant","331 W 51st St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJKa4wSktZwokRlEZUE1h08Fw,"(929) 404-4082",https://www.carlanyc.com/
Kebabwala,"124 E 14th St, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJX97sLQBZwokR_fZt_aZrOtM,"",https://www.kebabwala.nyc/
Khaosan,"128 Montague St, Brooklyn, NY 11201, USA",Manhattan,NY,"Brooklyn Heights",dining,ChIJP0J9AE5bwokRwOAvtU84Xtk,,https://khaosannyc.com/?utm_source=google
"King's Hawaiian","2808 Sepulveda Blvd, Torrance, CA 90505, USA",Manhattan,NY,,dining,ChIJNYPY0NxK3YARlYmHWz-DQWM,"(310) 530-0050",https://www.khbakery.com/
Kjun,"154 E 39th St, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJ7xJ4Rw9ZwokRhQQ-WKtoJFg,,https://www.kjun-nyc.com/
"Kona Big Wave","1647 2nd Ave, New York, NY 10028, USA",Manhattan,NY,Manhattan,dining,ChIJ2ZKtmLtYwokRY78AjUFJ1oM,"(646) 861-3585",https://www.thesupplyhousenyc.com/
"Kyma Hudson Yards","445 W 35th St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJOfd8VqJZwokRaNg-hiPrL6M,,http://www.kymarestaurants.com/
Kyuramen,"210 E 14th St, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJPfSN0VpZwokRyqr6M5SqiYk,"(646) 692-4120",https://www.newyorkkyuramen.com/
"La Barca Cantina","Pier 81 W 41st St, New York, NY 10036, USA",Manhattan,NY,Manhattan,lounge,ChIJafsYMUhZwokRydyrp8BMhSc,,http://labarcacantina.com/
"La Boca","39 E 19th St, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJxU04KKJZwokRll1-56xgtuc,"",http://boccanyc.com/
"La Caverna","122 Rivington St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJ2z3KFIFZwokRpLxbFwFRMLM,,http://www.lacavernanyc.com/
"La Cubana","4149 Broadway #2, New York, NY 10033, USA",Manhattan,NY,Manhattan,dining,ChIJp_I0mp_2wokRFwcjs70LryI,,http://lacubanabus.com/
Lacubana,"408 W 15th St, New York, NY 10011, USA",Manhattan,NY,Manhattan,dining,ChIJV6lLpgtZwokR4UI8-ztx60U,"(646) 869-8873",
"Ladurée","398 W Broadway, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJM767a4xZwokRXyq8NCoE33I,,https://laduree.com/?utm_source=yext&utm_medium=referral&utm_campaign=GMB
"Lagos NYC","727 7th Ave, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJG9u1qKtZwokR28mb77l_8Jc,,https://www.lagosnyc.com/
"Lama Cafe","72 E 1st St, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJ1UFNgYNZwokRcHhfzdnHmpc,,
"Lamia's Fish Market","47 Avenue B, New York, NY 10009, USA",Manhattan,NY,Manhattan,dining,ChIJQWJd9VBZwokRN_MVouZyQpc,"(917) 565-5293",
Laserwolf,"97 Wythe Ave, Brooklyn, NY 11249, USA",Manhattan,NY,Williamsburg,dining,ChIJLyS5dYRZwokRlkA0g9eijjs,,https://www.laserwolfbrooklyn.com/
"Le Basque","15 Union Square W, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJu9i_BQBZwokRXIzBQ-g8Wdo,,https://lebasquenyc.com/
"Le Petit","173 7th Ave S, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJW7ilTZNZwokR7Gw48AU3Z0c,,https://www.lepetitvillagenyc.com/
"Level Restaurant","2775 Coney Island Ave, Brooklyn, NY 11235, USA",Manhattan,NY,Gravesend,dining,ChIJO8HZqcRFwokRDgSJh5IdCdY,,https://www.level.restaurant/
"Liberty Bistro","225 Liberty St, New York, NY 10281, USA",Manhattan,NY,Manhattan,dining,ChIJnSESWBpawokRSvsd8IZoA9A,,https://www.ledistrict.com/bistro-bar
"Lighthouse Rooftop","45-15 37th St, Long Island City, NY 11101, USA",Manhattan,NY,"Long Island City",dining,ChIJnduXzuVfwokRk2VE0PeUdmM,,http://lighthouserooftop.com/
"Lillie's Victorian","249 W 49th St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJkdo-ilZYwokRdRUnnvCrsLA,,http://www.lilliesnyc.com/
"Lily of The Valley Afternoon Tea","28 E 63rd St, New York, NY 10065, USA",Manhattan,NY,Manhattan,dining,ChIJ00sOAh5ZwokREFJwe924_0I,,https://www.lowellhotel.com/restaurants-and-bar/afternoon-tea/57-5/
Limusina,"441 9th Ave, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJ6RpitgJZwokR3C4t3R7rRoc,"(212) 970-8838",https://www.limusinanyc.com/
"Lion’s Milk","104 Roebling St, Brooklyn, NY 11211, USA",Manhattan,NY,Williamsburg,dining,ChIJRdQmkF5ZwokRFhQp8SEm1pA,,https://www.lionsmilkbk.com/
"Little Charlie NYC","271 Bleecker St, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJi9KyP7JZwokRODCiGhV2_KI,,https://littlecharli.com/
"Little Sister Lounge","112 E 11th St, New York, NY 10013, USA",Manhattan,NY,Manhattan,nightlife,ChIJwauOVwlZwokRMlP1mSceNDA,,
Lohi,"314 Scholes St, Brooklyn, NY 11206, USA",Manhattan,NY,"East Williamsburg",dining,ChIJXcWsUXNfwokReRjpQXb1NK4,,https://www.lohibk.com/
"Loreley Restaurant","7 Rivington St, New York, NY 10002, USA",Manhattan,NY,Manhattan,dining,ChIJhV1tboZZwokRCNghkde1e2w,,https://www.loreleynyc.com/
"Lori Jayne","INSIDE ALPHAVILLE, 140 Wilson Ave, Brooklyn, NY 11237, USA",Manhattan,NY,Bushwick,dining,ChIJfwW2gc5dwokRtaOwFQ-Geiw,"",https://www.instagram.com/lorijaynebk/?hl=en
"Los Tacos No. 1","75 9th Ave, New York, NY 10011, USA",Manhattan,NY,Manhattan,dining,ChIJPzX8w1pbwokRwL9OFwKxBP4,"",https://www.lostacos1.com/
"Lost In Paradise","11-01 43rd Ave, Long Island City, NY 11101, USA",Manhattan,NY,"Long Island City",dining,ChIJjQjGfpJZwokRRMofQubPDec,,https://www.lostinparadiserooftop.com/
"Lounge at Mandarin Oriental New York","80 Columbus Cir Floor 35, New York, NY 10023, USA",Manhattan,NY,Manhattan,lounge,ChIJwy7f88dZwokRFLVVMy5BBoM,,
"Lucy's Sausage","135 Avenue A, New York, NY 10009, USA",Manhattan,NY,Manhattan,dining,ChIJ3WRZYp1ZwokRI0GzAf4kCIQ,,https://www.lucysbarnyc.com/
"Luv Pizza","485 7th Ave, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJ2zMetwFZwokRKL3KbNSHwNc,,
"L’Adresse American Bistro","1065 6th Ave, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJHWSG5qpZwokR5ByrYZRCsaI,,https://ladressenyc.com/bryant-park
"Magaritaville Resort","560 7th Ave 7th Floor, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJMeh4gWpZwokRA15Y4sAeVpI,,https://www.margaritavilleresorts.com/margaritaville-resort-times-square?utm_source=google&utm_medium=listing&utm_campaign=margaritaville+times+square
"Maison Close","15 Watts St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJscGaa0dZwokRcP8iHz_SQ1U,,http://www.maisoncloserestaurant.com/
Majorelle,"28 E 63rd St, New York, NY 10065, USA",Manhattan,NY,Manhattan,dining,ChIJc2HLTe5YwokR9etGl2lOIIE,,https://www.lowellhotel.com/restaurants-and-bar/majorelle/57-1/?utm_source=restaurant-mybusiness&utm_medium=organic
"Malibu Farm","89 South St, New York, NY 10038, USA",Manhattan,NY,Manhattan,dining,ChIJD_Iteo1bwokRvCPy9I-S9Ds,,https://www.malibufarm.nyc/
"Mama Taco","5025 Broadway, New York, NY 10034, USA",Manhattan,NY,Manhattan,dining,ChIJ82MoqZHzwokRW8T2mQC2Rws,,
Maman,"239 Centre St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJL8_mB4lZwokR9RPJzSCMrmw,,https://mamannyc.com/locations/soho
Manhatta,"28 Liberty St 60th floor, New York, NY 10005, USA",Manhattan,NY,Manhattan,dining,ChIJoTXWl8dbwokRpKA2BJFVsGA,,https://www.manhattarestaurant.com/
"Margaritaville Times Square","560 7th Ave 7th Floor, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJMeh4gWpZwokRA15Y4sAeVpI,,https://www.margaritavilleresorts.com/margaritaville-resort-times-square?utm_source=google&utm_medium=listing&utm_campaign=margaritaville+times+square
"Mariebelle Chocolate Experience","484 Broome St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJ0xadiYtZwokRqJaKhJHW9RE,,http://www.mariebelle.com/
"Market Table","54 Carmine St, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJValK9JJZwokRuWsMUxsoE-E,"(212) 255-2100",https://www.markettablenyc.com/
